timestamp,speaker,text
00:00:14,Mark,Who are you?
00:00:26,Mark,Who are you?
00:00:49,Helly,Hello?
00:00:58,Mark,"I’m sorry, I got ahead of myself."
00:01:02,Mark,"Hi there, you on the table. I wonder if you’d mind taking a brief survey."
00:01:07,Helly,Who is that?
00:01:09,Mark,Five questions.
00:01:10,Mark,"Now, I know you’re sleepy, but I just bet it’ll make you feel right as rain."
00:01:16,Helly,Who’s speaking?
00:01:27,Helly,"Oh, God."
00:01:37,Helly,Hey! Open the door!
00:01:47,Mark,I’d be just thrilled to chat once we’ve run the survey. Shall we begin with question one?
00:01:54,Helly,I’m not taking your survey.
00:01:57,Mark,Shall we begin with question one?
00:02:02,Helly,Let me out of here.
00:02:08,Helly,Hey!
00:02:10,Helly,Open the door!
00:02:13,Helly,Fuck.
00:02:15,Helly,Hey! Let me out!
00:02:41,Helly,Hey.
00:02:44,Mark,Hello.
00:02:46,Helly,Five questions?
00:02:48,Mark,Five questions.
00:02:51,Helly,What do I get at the end?
00:02:54,Mark,Depends on your answers.
00:02:59,Helly,Okay.
00:03:01,Mark,"Great. Off we go. Now to start, who are you?"
00:03:06,Helly,That’s the first question?
00:03:09,Mark,First name will do.
00:03:24,Helly,I don’t…
00:03:26,Mark,"It’s okay. If you can’t answer the question, feel free to say, “unknown.”"
00:03:32,Helly,What is this?
00:03:34,Mark,"Okay, unknown."
00:03:35,Mark,"Question two, in which US state or territory were you born?"
00:03:39,Helly,"Wait.
Mark: Which state or territory, please?"
00:03:42,Helly,"I don’t know.
Mark: Unknown."
00:03:44,Mark,"Question three, please name any US state or territory."
00:03:48,Helly,"Fuck. I…
Mark: First that comes to mind."
00:03:49,Helly,"I don’t know. Delaware. What is this?
Mark: Delaware."
00:03:52,Mark,"Question four, what is Mr. Eagan’s favorite breakfast?"
00:03:57,Helly,I don’t… That one makes no sense.
00:03:58,Mark,"Right? Unknown. Question five. And as a reminder, this is the final question. To the best of your memory, what is or was the color of your mother’s eyes?"
00:04:27,Helly,"Okay, what’s hap… What’s happening?"
00:04:29,Mark,"Unknown. So that’s unknown, unknown, Delaware, unknown, unknown."
00:04:38,Helly,What the hell did you do to me?
00:04:51,Mark,That’s a perfect score.
00:06:49,Florence,Are you ready for Mr. Scout?
00:07:00,Florence,Thank you.
00:07:05,Florence,Go ahead.
00:08:31,Judd,Mr. Scout.
00:08:33,Mark,"Hi, Judd."
00:08:44,Judd,"All right, see you this evening.
Mark: Yep, see you soon."
00:11:16,Dylan,"You’re breathing shitty.
Mark: Sorry."
00:11:17,Dylan,You sick?
00:11:19,Mark,Maybe. Petey was sniffling yesterday.
00:11:21,Dylan,"If you breathe on me, I’ll rip your larynx out."
00:11:23,Mark,Wow. That went right to ten. I feel like ripping out my germ-ridden larynx would get you sicker than just me breathing on you.
00:11:33,Mark,Oh.
00:11:35,Dylan,"Petey better not be out for the day, ’cause I’m about zero seconds from wrapping the Tumwater file, and he needs to process it."
00:11:40,Mark,I think he’s out.
00:11:43,Dylan,"If he doesn’t process today, they won’t know until Tuesday of next week. It’s typical Lumon bullshit."
00:11:47,Mark,"Careful, guy."
00:11:50,Irving,"Hi, kids. What’s for dinner?"
00:11:52,Dylan,"Goddamn it, Irv. We warned you."
00:11:54,Irving,About the greeting? You were kidding.
00:11:55,Dylan,"No, we sincerely hate it. How many reasons did we come up with?"
00:12:00,Mark,"Eight.
Dylan: Eight reasons."
00:12:02,Dylan,Chief among them the latent condescension.
00:12:05,Mark,"And it’s confusing. Like, did the kids make you dinner in this scenario? Or…"
00:12:08,Dylan,Yeah. What kind of a shit dad are you?
00:12:12,Irving,"No Petey?
Mark: We think he’s sick."
00:12:14,Irving,"Oh, no. And Dylan’s about to wrap Tumwater today."
00:12:17,Dylan,"Yeah, and if he doesn’t see me finish, I might get passed over for refiner of the quarter and miss out on my goddamn waffle party."
00:12:23,Irving,"Grumble, grumble. These perks are so out of hand. When we’d process a file in the old days, they’d shake our hand and fill up the creamer."
00:12:30,Dylan,I still don’t buy they actually incentivized creamer.
