timestamp,speaker,text
00:00:51,Cobel,Graner.
00:00:52,Graner,We ran the data from Kilmer’s head like you asked. We found the signature from the console they used to hack the chip.
00:00:57,Cobel,Whose was it?
00:00:59,Graner,Ours. I think it’s traceable to Reghabi.
00:01:02,Cobel,"Reghabi.
Graner: Yep."
00:01:04,Graner,She cracked reintegration. I’ll find her.
00:01:32,Cobel,“Tame in me the tempers four that I may serve thee evermore. Place in me the values nine that I may feel thy touch divine.”
00:04:54,Irving,Can I come in?
00:04:56,Burt,Yeah. Yeah.
00:05:07,Irving,You found this?
00:05:10,Burt,"A while back. I come here sometimes, just me. Now, I want to show it to you."
00:05:25,Irving,It’s beautiful.
00:05:29,Burt,It could be just for us. Our secret place.
00:05:35,Irving,Finally.
00:05:37,Irving,"What I mean to say is that your O&D colleagues are very nice, but they’re also…"
00:05:43,Burt,"Always around.
Irving: Yes."
00:05:53,Burt,Is this okay?
00:05:58,Burt,"Irving, you know, the Lumon manual doesn’t say anything about lip-to-lip contact."
00:06:05,Irving,"It does discourage romantic fraternization, though."
00:06:10,Burt,This can’t be romantic then.
00:06:14,Irving,No.
00:06:17,Burt,Not romantic… at all?
00:06:25,Irving,I’m truly sorry… I’m just not ready.
00:06:34,Irving,I’m… I’m sorry.
00:06:41,Burt,It’s fine.
00:06:45,Burt,Just stay. Stay here with me.
00:07:13,Devon,You did so good. Now we’re gonna go home and see if you’ll eat. Please.
00:07:45,Devon,Looks like we both made it through.
00:07:47,Gabby,"Oh, hello.
Devon: Hi."
00:07:50,Devon,Devon. From the retreat. I accosted you for your coffee.
00:07:56,Devon,He’s beautiful. He looks like a William.
00:08:00,Gabby,"His name’s Bradley, actually."
00:08:04,Devon,Not William?
00:08:06,Devon,"You changed it?
Angelo: Did we leave the juice boxes in the car?"
00:08:10,Gabby,"We must have, yeah."
00:08:12,Angelo,Hi. Angelo Arteta.
00:08:15,Devon,I’m Devon. Nice to meet you.
00:08:17,Angelo,"Congratulations there.
Devon: Oh, thank you."
00:08:19,Angelo,You two know each other?
00:08:21,Devon,"Yeah, I was… We were… Met at the birthing cottages."
00:08:26,Angelo,"Nice to meet you too, Devon.
Devon: Yeah. You too."
00:08:32,Devon,Wow-kazow.
00:08:35,Angelo,We should go.
00:08:38,Gabby,"Bye. Bye.
Devon: Bye, you guys."
00:08:41,Devon,"Bye, Bradley."
00:08:45,Angelo,"Declan, Kai, come on."
00:08:48,Devon,What in the fuckity fuck?
00:08:51,Devon,Sorry.
00:08:55,Ricken (voiceover),"What does camaraderie mean? Most linguists agree it comes from the Latin “camera,” which means “a device used to take a photograph.” And of course, the best photographs are of groups of happy friends who love each other deeply."
00:09:14,Ricken (voiceover),But I think camaraderie is more than smiling together in photos. It’s standing together in hard times. It’s recognizing a common struggle in another person and reaching out to offer them a loving hand.
00:09:36,Irving,We should return to O&D immediately. All of us. Today.
00:09:41,Dylan,Someone’s eager to fraternize.
00:09:43,Irving,Fraternization has nothing to do with it. This could be the start of us uniting the departments the way Kier always intended.
00:09:50,Dylan,Maybe his ghost can officiate your wedding.
00:09:52,Irving,This is inappropriate workplace commentary. And I’m self-reporting you.
00:09:55,Dylan,You’re reporting me to yourself?
00:09:58,Mark,Okay. You said they were making things?
00:10:00,Irving,"Yes, in some kind of machines. We didn’t ask what."
00:10:02,Dylan,It’s the clubs they murder those goats with.
00:10:04,Helly,Shut up.
00:10:05,Helly,I agree with Irving. O&D is the next piece of this.
00:10:08,Helly,"Now, once we’ve mapped the whole floor…
Irving: To be clear, I do not approve of mapping."
00:10:12,Helly,Right.
00:10:13,Helly,What if we go on another “mental health walk”? Could be fun.
00:10:19,Mark,"What… I don’t know. I mean, we still have a lot of work to do, so…"
00:10:24,Helly,"Oh, right."
00:10:27,Helly,The work is mysterious and important.
00:10:32,Mark,That’s good. That sounds just like me.
00:10:35,Helly,I know.
00:10:38,Helly,"Back to work, slackers."
00:10:44,Helly,Praise Kier.
00:10:47,Dylan,Hey. Are you fraternizing too?
00:10:50,Mark,"What? No, I…"
00:10:53,Mark,I’m a leader who cares about his employees and takes their requests seriously.
00:10:58,Dylan,"Really?
Mark: Yeah."
00:11:00,Dylan,Look at you all dewy mouthed.
00:11:02,Dylan,"You never smile at me.
Irving: He’s right, Mark."
00:11:04,Irving,You are sparing with the facial encouragements.
00:11:08,Mark,That’s ridiculous. I smile all the time.
00:11:10,Milchick,Hey there. What are you all talking about?
00:11:15,Irving,Just…
00:11:16,Mark,"We’re…
Irving: Dis…"
00:11:18,Mark,"Discussing the…
Irving: Yes, Mrs…"
00:11:20,Mark,"Ms. Casey. Ms. Casey.
Irving: Ms. Casey. Yeah."
00:11:24,Mark,"Wait, where is she?"
00:11:28,Cobel,"Part-time Innies may not be as socialized and sophisticated as yourself, but they still must be held accountable for their actions."
00:11:38,Cobel,"Ms. Casey was told to supervise Helly, and she failed at that task."
00:11:44,Mark,"Because I snuck Helly out. I mean, if anyone should be in the break room, it’s me."
00:11:51,Cobel,"Valiance. Not a core principle, but sweet."
00:11:57,Cobel,Who won’t you go to the break room for?
00:12:02,Cobel,"She’s just a wellness counselor, Mark."
00:12:06,Mark,"Yes, but she shouldn’t be punished."
00:12:07,Mark,"I mean, I thought Helly needed a walk. I mean, I’m allowed to do that."
00:12:11,Cobel,Just a walk?
00:12:13,Mark,Yeah.
00:12:20,Cobel,Or were you sniffing around other departments while your department falls woefully below quota?
00:12:26,Mark,She almost died.
00:12:28,Cobel,It’s not your job to play nursemaid to every new refiner.
00:12:33,Mark,"Okay, so what is my job?"
00:12:36,Cobel,Are you really asking me that?
00:12:39,Mark,Yeah. What is it we actually do here?
00:12:45,Cobel,"We serve Kier, you child!"
00:12:48,Cobel,"And until you get that through your mildewed little brain and hit quota, MDR’s hallway privileges are hereby revoked. So get your little ass back to your desk and stay there until you’re told to move."
00:13:12,Dylan,Goddamn tragedy for the ages.
00:13:14,Dylan,MDR will mourn the “will-they-won’t-they” energy shared by Ms. Casey and myself.
00:13:18,Helly,"Oh, yeah?"
00:13:19,Dylan,And to think I wore this nice-ass shirt for her today.
00:13:23,Helly,"When you picked that shirt, you didn’t know she existed."
00:13:25,Dylan,"Well, maybe love transcends severance."
00:13:28,Helly,"You think so?
Dylan: No."
00:13:32,Dylan,What about you and Mark?
00:13:34,Helly,What?
00:13:35,Dylan,You two enjoy sneaking off the other day? “Baby goats”?
00:13:41,Helly,Why are you saying it like that?
00:13:45,Helly,Are you implying that “baby goats” is code for sex with Mark S.?
00:13:51,Helly,Wow.
00:13:53,Dylan,Is “baby goats” code for sex with Mark S.?
00:13:56,Helly,"No, they were actual goats. Why would we call it that?"
00:14:00,Dylan,"Okay. Yeah, I believe you."
00:14:02,Helly,Mark.
00:14:05,Dylan,You find out what happened?
00:14:07,Mark,She’s in the break room.
00:14:09,Helly,Shit. Is that because of us?
00:14:14,Mark,"And we’re not allowed in the outer hallways anymore till we hit quota, so no more interdepartmental visits!"
00:14:23,Dylan,Are you serious?
00:14:30,Irving,"I’m…I’m sorry, Mark. It’s… It’s my fault… That I’ve been setting a bad example as the senior-most refiner."
00:14:48,Mark,Which way did you say it was to O&D?
00:15:13,Cobel,Milchick!
00:15:15,Milchick,I’m on it.
00:15:50,Helly,This is more people than I’ve ever seen.
00:15:52,Mark,Same.
00:15:56,Burt,"It’s okay. I know change can be disorienting, but MDR is here now."
00:16:07,Burt,"You are welcome here, much as I hope all of us will be welcome to visit you at your place of endeavors."
00:16:14,Burt,Now go on. Surely you must have some questions for them.
00:16:24,Elizabeth,"So, it’s called Macrodata Refinement? What do you refine?"
00:16:36,Irving,Is that a watering can?
00:16:40,Burt,We think it might be supplies for the executive wing upstairs.
00:16:45,Burt,"Then again, last week’s output had more of an aggressive feel."
00:16:49,Elizabeth,The hatchets weren’t aggressive.
00:16:51,Helly,Hatchets?
00:16:54,Mark,We’ve been trying to figure out how it all fits together.
00:16:57,Mark,"We found a department the opposite way from here that’s, well, raising baby goats."
00:17:06,Burt,Raising baby goats?
00:17:12,Burt,"There is a lot unknown to us as well, but we keep plugging along. It’s important work, obviously."
00:17:19,Irving,Everything we do here is important.
00:17:24,Helly,It’s important because it actually is or because you’re saying it is?
00:17:30,Mark,"Look, maybe we should work together on this."
00:17:35,Felicia,"Together doing what, exactly?"
00:17:39,Mark,"I don’t know. Finding out why there are goats. Or, you know, finding out how big this place is or how many of us there are."
00:17:54,Mark,"I mean, why won’t they tell us what we’re doing here? What-What are they so afraid of?"
00:18:02,Mark,If the Eagan philosophy is illumination above all…
00:18:06,Irving,Illumination beyond all. But yes.
00:18:10,Mark,Then why doesn’t that include us?
00:18:13,Mark,Why are we down here still working in the dark?
00:18:25,Dylan,"That was poetic as shit, man."
00:18:27,Mark,Thanks.
00:18:31,Burt,Mark is right.
00:18:32,Irving,"He is?
Burt:  He is."
00:18:34,Burt,"Irving, Kier would want us to feel the warm embrace of knowledge and truth. That way we could be true partners in his teachings."
00:18:44,Mark,Exactly.
00:18:46,Burt,"I think, as the two department chiefs, Mark and I should make contact with this goat department, see what they know. And we can each bring one aide-de-camp."
00:19:24,Mark,"We’re not children, Mr. Milchick. We didn’t do anything wrong."
00:19:50,Cobel (singing),"Kier, chosen one, Kier.Kier, brilliant one, Kier.Brings the bounty to the plain Through the torment, through the rains.Progress, knowledge Show no fear.Kier, chosen one, Kier."
00:20:27,Cobel,"I trusted you, and you abused that trust. Your inefficiency and free-range chicken roaming is ultimately your responsibility."
00:20:47,Cobel,Escort him to the break room.
00:22:02,Mark,I’m sorry.
00:22:22,Alexa,What happened to your hand?
00:22:26,Mark,"Apparently, I jammed my hand at work replenishing a watercooler. Or at least that’s what they tell me."
00:22:32,Alexa,Those jugs are very heavy.
00:22:34,Mark,Indeed they are.
00:22:35,Waiter,Another merlot?
00:22:36,Alexa,"I’m fine, thanks."
00:22:38,Mark,"I’m good with water, thank you."
00:22:42,Mark,Have you seen the princess?
00:22:45,Alexa,"No, not since her birth. But I did talk on the phone with your sister."
00:22:50,Alexa,I don’t know how much she tells you about her…
00:22:52,Mark,"Latching difficulties?
Alexa: Yes."
00:22:54,Mark,I-I’m aware. Maybe too aware. I don’t know.
00:22:56,Alexa,"Well, she just wanted the names of some lactation consultants."
00:23:01,Mark,"Well, it’s not something serious, is it?"
00:23:03,Alexa,No. It’s very common.
00:23:05,Mark,"Still, it’s probably good to get an expert opinion. I mean, from someone other than…"
00:23:09,Alexa,"Ricken? Yes.
Mark: …Ricken."
00:23:13,Alexa,Did you ever think about having kids?
