timestamp,speaker,text
00:00:15,Helly,"“All I can be is sorry, and that is all I am.”"
00:00:51,Milchick,But I’m afraid you still don’t mean it.
00:01:25,Milchick,We’ll try again in the morning.
00:02:06,Milchick,"See you tomorrow, Helly."
00:02:22,Helly,Fuck me.
00:02:28,Helly,I read it 300 times yesterday.
00:02:32,Milchick,"259. Again, please. Now."
00:02:40,Helly,What the hell is that voice?
00:02:59,Helly,“Forgive me for the harm I have caused this world. None may atone for my actions but me. And only in me shall their stain live on.”
00:03:30,Helly,"I really am sorry, okay?"
00:03:35,Helly,I’m sorry.
00:03:38,Milchick,No paraphrasing. Again.
00:06:35,Irving,"Mark?
Mark: Yep?"
00:06:36,Irving,"It’s past 1100, and Helly’s been in the break room since yesterday."
00:06:41,Mark,"Okay?
Irving: I wonder if, as department chief,"
00:06:43,Irving,you feel you should check on her progress?
00:06:46,Mark,"Well…
Dylan: Mark doesn’t have that power."
00:06:48,Irving,"Well, he can ask.
Dylan: He’s not going to."
00:06:49,Irving,"He might.
Mark: Okay…"
00:06:50,Burt,Hi. I’m so sorry to interrupt. We met the other day. I’m Burt from Optics and Design.
00:07:02,Burt,"Hi, Irving.
Irving: Hi, Burt. What are you doing here?"
00:07:05,Dylan,Exactly how the wet fuck do you know
00:07:07,Dylan,"where this office is?
Mark: Dylan!"
00:07:08,Burt,"My predecessor, Alice K., came here once when they still did the summits,"
00:07:12,Burt,"and she’d left directions.
Dylan: Give us them reversed."
00:07:15,Burt,Okay. It’s all right.
00:07:16,Mark,"What can we do for you, Burt?"
00:07:17,Burt,"Thank you. Well…Irving, I kept thinking about what you said about being excited for the new handbook totes, and maybe you were kidding and teasing."
00:07:27,Irving,"No, not at all."
00:07:29,Burt,"Okay, good. I’ve been fretting, though, because you mentioned the anticipation could distract from your work, which was the opposite of my intent. So I figured, heck, let’s bring them over now. That way, it won’t be on your mind."
00:07:43,Irving,You brought pre-release handbook totes for us?
00:07:48,Burt,It seemed like the right thing. I know your time is valuable.
00:07:51,Dylan,"Okay, well, you can drop ’em on the desk. Long hike back to O&D."
00:07:55,Burt,Right.
00:07:56,Burt,"I also wanted to extend an invitation. Again, I know you…you work hard, so… If an informal tour of O&D ever sounds refreshing, I’d be happy to personally offer that to Irving and any one of you."
00:08:11,Burt,"Directions are in the front bag, reversed."
00:08:14,Dylan,Hard pass.
00:08:18,Burt,Okay.
00:08:21,Irving,"Thank you, Burt."
00:08:23,Burt,Thank you.
00:08:32,Mark,Just seems soon to be taking him up on his offer.
00:08:35,Irving,It’s absurd we’ve never visited them before now. Kier’s whole original vision saw us all working together.
00:08:43,Dylan,That was before O&D started disemboweling people’s bowels.
