,timestamp,speaker,text,talking_to
0,00:01:31,Devon,Do you remember the last thing that you said to me?,Innie Mark
1,00:01:38,Innie Mark,“She's alive.”,Devon
2,00:01:42,Cobel,Have you finished Cold Harbor?,Innie Mark
3,00:01:48,Innie Mark,What is this place?,Cobel
4,00:01:50,Devon,"Uh, it's a cabin for giving birth.",Innie Mark
5,00:01:55,Innie Mark,Why am I here? Why are you here?,Devon
6,00:01:57,Cobel,Cold Harbor. Have you finished it?,Innie Mark
7,00:02:05,Innie Mark,No.,Cobel
8,00:02:08,Cobel,Then she's still alive. We can save her.,Innie Mark
9,00:02:16,Innie Mark,Who?,Cobel
10,00:02:19,Cobel,Ms. Casey.,Innie Mark
11,00:02:21,Devon,Gemma.,Cobel
12,00:02:25,Cobel,There's a hallway down there. It's different than the others. It's long and black and hidden.,Devon
13,00:02:34,Innie Mark,From Irving's drawings.,Cobel
14,00:02:37,Cobel,What?,Innie Mark
15,00:02:40,Innie Mark,With an elevator going down. We know where it is.,Cobel
16,00:02:55,Jame,What a funny speech you gave at the party. I was cross with you after. I threw a tin of candies.,Helly
17,00:03:19,Helly,"God, you're fucking weird.",Jame
18,00:03:47,Jame,"I do not love my daughter. I used to see Kier in her, but he left her as she grew.",Helly
19,00:04:04,Helly,You sound like a great dad.,Jame
20,00:04:07,Jame,I sired others in the shadows. But he wasn't in them either. Until I saw him again. In you.,Helly
21,00:04:29,Helly,"You and your family created hell, and you're going to burn in it.",Jame
22,00:04:41,Jame,There he is. Tomorrow is a special day.,Helly
23,00:04:51,Helly,Hey! Why did you come here? What do you want from me?,Jame
24,00:05:03,Innie Mark,"So… wait, when I finish Cold Harbor, they do a test, and then th-they kill her?",Cobel
25,00:05:10,Cobel,"Once that file is done, you'll need to quickly get to the black hallway, then down to the testing floor. They'll not let you leave MDR till that file is complete.",Innie Mark
26,00:05:23,Innie Mark,"Okay, but how do I find her once I'm down there?",Cobel
27,00:05:25,Devon,"Oh. No, you won't.",Innie Mark
28,00:05:26,Innie Mark,I won't?,Devon
29,00:05:26,Devon,No.,Innie Mark
30,00:05:28,Cobel,"Your chip is only attuned to your floor. Once you get down to testing, you'll be your outie again.",Devon
31,00:05:36,Devon,And then he'll find Gemma and take her up to the severed floor.,Cobel
32,00:05:39,Cobel,Where you will guide her to the exit stairwell.,Devon
33,00:05:46,Mark,Right. Okay.,Devon
34,00:05:50,Devon,"Mark… I know this is a fucking lot, man. But if we can prove that she is alive, if we can prove that they fucking kidnapped her, it will end them.",Mark
35,00:06:14,Innie Mark,"Well, what happens to us?",Devon
36,00:06:18,Devon,What do you mean?,Innie Mark
37,00:06:22,Innie Mark,"Well, if L-Lumon ends, then what happens to every innie on the severed floor?",Devon
38,00:06:33,Devon,Yeah. Um…,Innie Mark
39,00:06:43,Innie Mark,Oh.,Devon
40,00:06:46,Innie Mark,You want me to give my life?,Devon
41,00:06:46,Devon,No.,Innie Mark
42,00:06:48,Innie Mark,The lives of everyone down there?,Devon
43,00:06:50,Devon,"No, it's not that simple.",Innie Mark
44,00:06:54,Innie Mark,Just to save one person you happen to care about?,Devon
45,00:06:58,Cobel,It doesn't have to end your life.,Innie Mark
46,00:07:04,Innie Mark,Really?,Cobel
47,00:07:07,Devon,"Right. Um… There's somebody else who wants to talk to you, actually. Um… Okay, just hit the play.",Cobel
48,00:07:43,Cobel,"Watch it. Record your response, then step outside.",Devon
49,00:07:53,Devon,"We'll just be downstairs, okay?",Cobel
50,00:07:55,Innie Mark,Okay.,Outie Mark
51,00:08:19,Outie Mark,"Hey… uh, I'm… Well, I guess you know who I am. Uh… I think you've spoken with Devon and Mrs. Sel… Uh, Ms. Cobel. So y… you know what it is that we're asking. But the first thing I need to say to you is that I am so sorry. You know, I created you as a-a prisoner and as an escape. Lumon told me you'd be happy, that innies are content, and because I took their word for it, you've been living a nightmare for two years. It's horrific what they've done to you. And part of the reason I'm here is to make it right. And I hope, uh, now with all we have in common, that you'll give me that chance.",Innie Mark
52,00:10:46,Innie Mark,"Uh, hi. Wow, this is, uh… I never expected to actually speak to you.",Outie Mark
53,00:10:54,Outie Mark,Holy shit.,Innie Mark
54,00:10:55,Innie Mark,"Um, let alone get an apology, so, uh… Thank you. Um, you know, “nightmare” is the wrong word, actually. 'Cause w-we find ways to make it work, to… to feel whole, which is why what you're asking scares me. You know, because… whatever this life is… it's all we have, and we don't want it to end. Can you understand that?",Outie Mark
55,00:12:06,Outie Mark,"Of course I can. It's such a good point. I'd say the same thing in-in your position, however, Lumon doesn't have to be your whole life. Now, you may have been seeing flashes lately. Images from my world out here. I've been seeing yours too. It's a process called “reintegration.” It's a way to recouple memories so we can be one person. I started this because I see now how unfair this all is to you, and once my wife is free, I swear I will finish the process. 'Cause this life, our life… belongs to both of us. And I wanna share it with you.",Innie Mark
56,00:13:10,Innie Mark,"Uh, okay. But… what would that mean exactly? That y-y-you get the right side, and I get the-the left? Or… Is it like a top-bottom situation? I'm honestly trying to understand.",Outie Mark
57,00:13:22,Outie Mark,"No, no, it wouldn't be like a top-bottom situation. It's, like, both of us. Like, one person combined. Like, my memories and yours, and my trauma and yours, but, like, you know, the good stuff too.",Innie Mark
58,00:13:40,Innie Mark,"Okay, but… I mean, you've been alive for, what, 20 times longer, so whoever this new hybrid person is, it seems like he'd be way more you than me.",Outie Mark
