,timestamp,speaker,text,talking_to
0,00:00:07,Mark,"There was this gray hall, but then…everything was, like, so white.",Reghabi
1,00:00:21,Reghabi,We're making progress. It's not just waking up on a table. It's human interaction.,Mark
2,00:00:28,Mark,"This didn't feel human, this felt like a nightmare.",Reghabi
3,00:00:31,Mark,"I mean, why is she rattling off a bunch of facts? What are they doing to her?",Reghabi
4,00:00:38,Reghabi,All I know is she's essential.,Mark
5,00:00:44,Mark,She didn't even recognize me.,Reghabi
6,00:00:50,Reghabi,The Gemma you know is still in there.,Mark
7,00:00:55,Reghabi,"And when you get her out, it will be the two of you out here together.",Mark
8,00:01:12,Mark,Bargaining. You know what that is?,Reghabi
9,00:01:16,Reghabi,What do you mean?,Mark
10,00:01:20,Mark,"Well, it's one of the stages.",Reghabi
11,00:01:24,Mark,"You think about all the things you'd do, and all the ways you'd change to get that person back. You'd drink less. You'd listen more. It's dumb, but you do it anyway.",Reghabi
12,00:01:49,Reghabi,It's normal.,Mark
13,00:01:51,Mark,"Yeah. But for me, it might actually happen.",Reghabi
14,00:02:05,Dylan,"It was a sketch of a black hallway,",Mark
15,00:02:07,Dylan,with a black elevator that only goes down.,Mark
16,00:02:14,Mark,So there's a floor beneath us.,Dylan
17,00:02:16,Helly,That must be where they're keeping her.,Dylan
18,00:02:17,Dylan,There were directions on the back.,Helly
19,00:02:20,Helly,"Well, let's see it.",Dylan
20,00:02:23,Dylan,"I left it there, behind the poster.",Helly
21,00:02:26,Mark,Why didn't you just take it?,Dylan
22,00:02:28,Dylan,"I just didn't, okay? I don't wanna get in trouble right now.",Mark
23,00:02:31,Helly,"Okay. Well, I don't give a shit about that, so I'll go get it.",Dylan
24,00:02:33,Helly,You said it's behind the poster of you actually being brave?,Dylan
25,00:02:35,Dylan,"Okay, yeah. Fuck you. You don't know everything.",Helly
26,00:02:37,Mark,Then tell us.,Helly
27,00:02:40,Helly,It's okay.,Mark
28,00:02:51,Helly,"Okay. Well, I still have a hall pass, so I can go to the break room now, and then we can start after lunch.",Mark
29,00:02:54,Mark,Yeah. Maybe.,Helly
30,00:02:56,Helly,Maybe?,Mark
31,00:02:57,Helly,Did everyone sever their balls in the elevator this morning?,Mark
32,00:02:59,Mark,I'm starving.,Helly
33,00:03:25,Helly,Mark? Are you okay?,Mark
34,00:05:03,Miss Huang,Sir?,Milchick
35,00:05:06,Milchick,Have a seat.,Miss Huang
36,00:05:15,Milchick,I had my performance review yesterday.,Miss Huang
37,00:05:20,Miss Huang,How did it go?,Milchick
38,00:05:30,Milchick,"Many valid concerns were raised, which I look forward to addressing.",Miss Huang
39,00:05:35,Miss Huang,I'm glad for you.,Milchick
40,00:05:46,Milchick,"I feel I should remind you, you cannot graduate from this fellowship until I have deemed you Wintertide material. This will mean using your time well, focusing on your own duties, and eradicating from your essence childish folly.",Miss Huang
41,00:06:11,Miss Huang,"I understand, sir.",Milchick
42,00:06:15,Milchick,I shall be busy for the rest of the day. I trust you can steward the floor in my stead?,Miss Huang
43,00:06:22,Miss Huang,Of course.,Milchick
44,00:06:22,Milchick,Good. You may sit at your regular desk.,Miss Huang
45,00:06:32,Miss Huang,"Thank you, Mr. Milchick.",Milchick
46,00:06:49,Helly,He threatened you?,Mark
47,00:06:49,Mark,As I was leaving.,Helly
48,00:06:51,Mark,In the elevator.,Helly
49,00:06:52,Helly,They're trying to intimidate us. Divide us.,Mark
50,00:06:53,Mark,And also–,Helly
51,00:06:55,Helly,"It's so that we won't work together, because they know what will happen if we do. I'm gonna go get that map.",Mark
52,00:06:59,Mark,"Helly, we shared vessels.",Helly
53,00:07:03,Helly,What's that?,Mark
54,00:07:06,Mark,"Well, we…we had sex.",Helly
55,00:07:16,Helly,"Okay. You and… Like, in a Wellness session?",Mark
56,00:07:26,Mark,No. Not… Ms. Casey. It was at the retreat. In your tent. Yeah.,Helly
57,00:07:48,Helly,You mean…,Mark
