,timestamp,speaker,text,talking_to
0,00:00:13,Mark,Devon!,Helly
1,00:00:16,Helly,"No. Listen, we're not happy, we're miserable.",Mark
2,00:00:19,Irving,Burt!,Helly
3,00:00:21,Helly,They torture us down there!,Irving
4,00:00:21,Mark,Devon!,Helly
5,00:00:24,Helly,We're prisoners!,Mark
6,00:00:25,Irving,Burt!,Mark
7,00:00:27,Mark,She's alive!,Irving
8,00:00:35,Patton,Yeah. Okay.,Devon
9,00:00:35,Patton,Okay.,Devon
10,00:00:37,Devon,Mark? Here. Will you take her for a second?,Patton
11,00:00:39,Ricken,It's okay. I got her. Yeah.,Devon
12,00:00:39,Devon,Be careful with her.,Ricken
13,00:00:41,Devon,Don't go far though.,Ricken
14,00:00:41,Ricken,I won't.,Devon
15,00:00:44,Devon,Mark.,Ricken
16,00:00:49,Devon,"So, this is you now?",Ricken
17,00:00:52,Mark,Yeah.,Devon
18,00:00:53,Devon,Are you okay?,Mark
19,00:00:54,Mark,Yeah.,Devon
20,00:00:56,Devon,Are you sure?,Mark
21,00:00:56,Mark,Yeah.,Devon
22,00:01:00,Devon,What's my name?,Mark
23,00:01:04,Mark,Persephone.,Devon
24,00:01:07,Devon,Can you spell that?,Mark
25,00:01:08,Mark,Never.,Devon
26,00:01:08,Devon,Okay.,Mark
27,00:01:11,Ricken,Babe…,Devon
28,00:01:12,Devon,Okay.,Ricken
29,00:01:12,Ricken,…need help with this diaper.,Devon
30,00:01:15,Ricken,"Oh, boy.",Devon
31,00:01:16,Ricken,I think she wants mommy.,Devon
32,00:02:15,Jame,Fetid moppet.,Helly
33,00:02:21,Helly,Father.,Jame
34,00:02:33,Helly,We'll have someone from the floor liaise with the outies.,Jame
35,00:02:36,Drummond,We need to find out who they talked to. Promptly.,Helly
36,00:03:26,Helly,I need you to go see all of them.,Drummond
37,00:03:28,Helly,Find out every word they said and who they said it to.,Drummond
38,00:03:31,Milchick,And shall I fire them?,Helly
39,00:03:33,Helly,Let Kier guide your hand.,Milchick
40,00:03:35,Milchick,Of course.,Helly
41,00:04:17,Helly,"Please, sit.",Milchick
42,00:04:23,Helly,We've commandeered the footage taken by guests.,Milchick
43,00:04:25,Helly,Natalie is already doing outreach to media.,Milchick
44,00:04:28,Helly,And the severed employees who were involved are being dealt with.,Milchick
45,00:04:42,Helly,Thank you for acting so quickly.,Milchick
46,00:04:45,Helly,You saved us from disaster.,Milchick
47,00:04:47,Cobel,Will Mr. Eagan be joining?,Helly
48,00:04:49,Helly,Just me.,Cobel
49,00:04:53,Helly,I personally owe you a debt of gratitude.,Cobel
50,00:04:58,Cobel,It cost me dearly.,Helly
51,00:05:02,Helly,It did.,Cobel
52,00:05:05,Helly,"And still, you proved your loyalty tonight.",Cobel
