,timestamp,speaker,text,talking_to
0,00:01:17,Helena,Father.,Jame
1,00:01:20,Jame,A momentous day.,Helena
2,00:01:23,Helena,Yes.,Jame
3,00:01:29,Jame,Won't you eat? I'll watch.,Helena
4,00:02:19,Helena,We're seeing to Mr. Bailiff.,Jame
5,00:02:31,Jame,I wish you'd take them raw.,Helena
6,00:04:57,Milchick,Unveil.,Ms. Huang
7,00:05:01,Milchick,"Eustice Huang. Today marks the end of your Wintertide Fellowship. Congratulations. Your bed will be moved from your parents' home to the Gunnel Eagan Empathy Center in Svalbard, where you will work to steward global reforms.",Ms. Huang
8,00:05:26,Ms. Huang,I thought I'd be finishing the quarter.,Milchick
9,00:05:30,Milchick,"Empathy awaits, fellow Huang. You may resume your duties for the day. A shuttle will pick you up at dusk. But first… lay the game on the table. The handbook requires that you mark this betterment with a material sacrifice. I have chosen your ring toss game as a proper totem.",Ms. Huang
10,00:06:36,Milchick,Again.,Ms. Huang
11,00:06:43,Milchick,Again.,Ms. Huang
12,00:06:55,Gretchen,Asher picked up the kids.,Dylan
13,00:06:57,Dylan,Outstanding.,Gretchen
14,00:07:11,Gretchen,I kissed your innie.,Dylan
15,00:07:15,Dylan,Beg pardon?,Gretchen
16,00:07:19,Gretchen,"I saw your innie again at Lumon. And right before I left, we ended up kissing for about a minute.",Dylan
17,00:07:40,Dylan,What?,Gretchen
18,00:07:42,Gretchen,I'm sorry.,Dylan
19,00:07:49,Dylan,How? What the fuck? Like…,Gretchen
20,00:07:54,Gretchen,It didn't f–,Dylan
21,00:07:55,Dylan,It didn't what? It didn't mean anything?,Gretchen
22,00:08:00,Gretchen,I wasn't going to say that.,Dylan
23,00:08:04,Dylan,Wow. Yeah.,Gretchen
24,00:08:07,Gretchen,You've been adrift. You know that.,Dylan
25,00:08:11,Dylan,This is so many fucking dimensions of fucked.,Gretchen
26,00:08:15,Gretchen,He just… He reminds me of how you used to be.,Dylan
27,00:08:19,Dylan,Okay.,Gretchen
28,00:08:19,Gretchen,Dylan?,Dylan
29,00:08:20,Dylan,I'm gonna go to work and earn a paycheck to feed our children.,Gretchen
30,00:08:25,Gretchen,Will you st–,Dylan
31,00:08:25,Dylan,And I'm gonna respectfully request that you don't follow me there and use my own body to fucking cheat on me.,Gretchen
32,00:08:30,Gretchen,Don't leave.,Dylan
33,00:08:32,Dylan,You know what? Since I would have no way of knowing if that's happening or not… I don't know. Maybe I just go quit. Maybe I go in and I quit and I just end his existence. How about that?,Gretchen
34,00:09:20,Irving,Burt.,Burt
35,00:09:28,Burt,“They may be also connected to several recent disappearances or deaths. Goodman may have participated as a low-level Lumon enforcer or goon.”,Irving
36,00:09:52,Burt,“Lumon goon.” That stings. We never used words like that. With Lumon it's very specific language.,Irving
37,00:10:17,Irving,That was before. I… I know now that I was wrong. I know you're not with them.,Burt
38,00:10:33,Burt,Would you go for a ride with me?,Irving
39,00:10:39,Irving,"Burt, I'm sorry. I…",Burt
40,00:10:52,Burt,Go for a ride with me.,Irving
41,00:11:28,Drummond,Yes?,Mauer
42,00:11:29,Mauer,It's nine o'clock.,Drummond
43,00:11:29,Drummond,And?,Mauer
44,00:11:31,Mauer,The numbers aren't moving.,Drummond
45,00:11:35,Drummond,The numbers aren't moving.,Mauer
46,00:11:36,Milchick,He may just be running late.,Drummond
47,00:11:39,Drummond,The final quota was promised today. Get him here now.,Milchick
48,00:12:01,Helly,Hello? Mark?,Devon
49,00:12:13,Devon,Do you know where you are?,Helly
50,00:12:13,Mark,I'm fine.,Devon
51,00:12:16,Devon,All right. Where are you?,Mark
52,00:12:19,Mark,A smelly fucking car.,Devon
53,00:12:21,Devon,That's nice. And how about me? Am I me or a copy machine?,Mark
54,00:12:28,Mark,"Tragically, you're you.",Devon
55,00:12:41,Mark,This is a mistake.,Devon
56,00:12:43,Devon,"I'm sorry. The wind was whistling over the hole in the back of your skull, so I didn't quite get that. Did you just call my plan a fucking mistake?",Mark
57,00:12:53,Mark,We told her everything. She told us shit. We can't trust her.,Devon
58,00:12:57,Devon,Yeah. This is it.,Mark
59,00:13:30,Devon,Looks like she's not here yet.,Mark
60,00:13:41,Mark,"I mean, what if it's a trap?",Devon
61,00:13:43,Devon,"Maybe it is, I don't know. Maybe it's not. But we fucking need her.",Mark
62,00:13:58,Devon,Don't answer it.,Mark
63,00:14:14,Helly,Where's Mark?,Milchick
64,00:14:14,Milchick,Excuse me?,Helly
65,00:14:16,Helly,This is the second day in a row he's not here. Is he coming in?,Milchick
66,00:14:20,Milchick,Nondisclosure policy forbids.,Helly
67,00:14:23,Helly,He had a nosebleed before. Is he okay?,Milchick
68,00:14:28,Milchick,Why?,Helly
69,00:14:29,Helly,Why?,Milchick
70,00:14:30,Milchick,Why?,Helly
71,00:14:33,Helly,He's Department Chief.,Milchick
72,00:14:34,Milchick,Dylan is. In Mark's absence.,Helly
73,00:14:38,Helly,Kinda like you and Cobel. Replace one part with another.,Milchick
74,00:14:46,Milchick,"That's enough, Helly R.",Helly
75,00:14:54,Helly,Don't you mean Helly E?,Milchick
76,00:14:59,Milchick,Helena Eagan is my employer. You are my subordinate and this behavior constitutes insubordination.,Helly
77,00:15:09,Helly,"Yeah, no shit.",Milchick
78,00:15:16,Milchick,Leave it open.,Helly
79,00:15:33,Gretchen,I told you about us.,Dylan
80,00:15:39,Dylan,What?,Gretchen
81,00:15:42,Gretchen,I told my husband about you and me this morning.,Dylan
82,00:15:55,Dylan,Was he glad for us?,Gretchen
83,00:15:58,Gretchen,No.,Dylan
84,00:16:03,Dylan,"Well, he should be because I'm… I'm making you happy.",Gretchen
85,00:16:09,Gretchen,I know.,Dylan
86,00:16:10,Dylan,And he's not.,Gretchen
87,00:16:14,Gretchen,I can't see you anymore. He threatened to quit. And I don't know if he's still going to. But maybe if I tell him that this is over–,Dylan
88,00:16:26,Dylan,No. Hold on.,Gretchen
89,00:16:29,Gretchen,This is all my fault. I never should have come here.,Dylan
90,00:16:33,Dylan,"Wait. Gretchen, my life started when you came here.",Gretchen
91,00:16:37,Gretchen,That's not true. You have so much going for you.,Dylan
92,00:16:41,Dylan,"No, I have nothing else. I have this and I have fucking pencil erasers.",Gretchen
93,00:16:49,Gretchen,"I'm sorry, I have to go.",Dylan
94,00:16:51,Dylan,"No, wait, wait. Gretchen G.–",Gretchen
95,00:16:57,Gretchen,"Oh, my God.",Dylan
96,00:17:01,Dylan,"I love you. And I know I'm just an innie, but I love you all the way, I do.",Gretchen
97,00:17:06,Dylan,Gretchen… I made this for you. I can give you a life. Please.,Gretchen
98,00:17:29,Gretchen,I'm so sorry.,Dylan
99,00:17:34,Dylan,Gretchen. Gretchen!,Gretchen
100,00:18:11,Helly,You should keep it. Give it to someone you meet down here.,Dylan
101,00:18:18,Dylan,It's just O&D and the goat people.,Helly
102,00:18:23,Helly,That we know of.,Dylan
103,00:18:28,Gretchen,She's my wife.,Helly
104,00:18:31,Helly,She's not your wife… Because no one would treat someone they love the way she's treating you. Like all the outies treat us. Like everything's for them.,Gretchen
105,00:18:45,Dylan,"Okay, well, what the fuck is there to do about it? At the end of the day, we're still stuck down here, with no lives and no family.",Helly
106,00:18:55,Helly,Irving was your family.,Dylan
107,00:18:57,Dylan,Dude.,Helly
