Transcript Link
https://www.severance.wiki/good_news_about_hell_transcript
https://www.severance.wiki/half_loop_transcript
https://www.severance.wiki/in_perpetuity_transcript
https://www.severance.wiki/the_you_you_are_transcript
https://www.severance.wiki/the_grim_barbarity_of_optics_and_design_transcript
https://www.severance.wiki/hide_and_seek_transcript
https://www.severance.wiki/defiant_jazz_transcript
https://www.severance.wiki/what_s_for_dinner_transcript
https://www.severance.wiki/the_we_we_are_transcript
https://www.severance.wiki/s2e1_transcript
https://www.severance.wiki/s2e2_transcript
https://www.severance.wiki/s2e3_transcript
https://www.severance.wiki/s2e4_transcript
https://www.severance.wiki/s2e5_transcript
https://www.severance.wiki/s2e6_transcript
https://www.severance.wiki/s2e7_transcript
https://www.severance.wiki/s2e8_transcript
https://www.severance.wiki/s2e9_transcript
https://www.severance.wiki/s2e10_transcript
