timestamp,speaker,text
00:01:17,Helena,Father.
00:01:20,Jame,A momentous day.
00:01:23,Helena,Yes.
00:01:29,Jame,Won't you eat? I'll watch.
00:02:19,Helena,We're seeing to Mr. Bailiff.
00:02:31,Jame,I wish you'd take them raw.
00:04:57,Milchick,Unveil.
00:05:01,Milchick,"Eustice Huang. Today marks the end of your Wintertide Fellowship. Congratulations. Your bed will be moved from your parents' home to the Gunnel Eagan Empathy Center in Svalbard, where you will work to steward global reforms."
00:05:26,Ms. Huang,I thought I'd be finishing the quarter.
00:05:30,Milchick,"Empathy awaits, fellow Huang. You may resume your duties for the day. A shuttle will pick you up at dusk. But first… lay the game on the table. The handbook requires that you mark this betterment with a material sacrifice. I have chosen your ring toss game as a proper totem."
00:06:36,Milchick,Again.
00:06:43,Milchick,Again.
00:06:55,Gretchen,Asher picked up the kids.
00:06:57,Dylan,Outstanding.
00:07:11,Gretchen,I kissed your innie.
00:07:15,Dylan,Beg pardon?
00:07:19,Gretchen,"I saw your innie again at Lumon. And right before I left, we ended up kissing for about a minute."
00:07:40,Dylan,What?
00:07:42,Gretchen,I'm sorry.
00:07:49,Dylan,How? What the fuck? Like…
00:07:54,Gretchen,It didn't f–
00:07:55,Dylan,It didn't what? It didn't mean anything?
00:08:00,Gretchen,I wasn't going to say that.
00:08:04,Dylan,Wow. Yeah.
00:08:07,Gretchen,You've been adrift. You know that.
00:08:11,Dylan,This is so many fucking dimensions of fucked.
00:08:15,Gretchen,He just… He reminds me of how you used to be.
00:08:19,Dylan,Okay.
00:08:19,Gretchen,Dylan?
00:08:20,Dylan,I'm gonna go to work and earn a paycheck to feed our children.
00:08:25,Gretchen,Will you st–
00:08:25,Dylan,And I'm gonna respectfully request that you don't follow me there and use my own body to fucking cheat on me.
00:08:30,Gretchen,Don't leave.
00:08:32,Dylan,You know what? Since I would have no way of knowing if that's happening or not… I don't know. Maybe I just go quit. Maybe I go in and I quit and I just end his existence. How about that?
00:09:20,Irving,Burt.
00:09:28,Burt,“They may be also connected to several recent disappearances or deaths. Goodman may have participated as a low-level Lumon enforcer or goon.”
00:09:52,Burt,“Lumon goon.” That stings. We never used words like that. With Lumon it's very specific language.
00:10:17,Irving,That was before. I… I know now that I was wrong. I know you're not with them.
00:10:33,Burt,Would you go for a ride with me?
00:10:39,Irving,"Burt, I'm sorry. I…"
00:10:52,Burt,Go for a ride with me.
00:11:28,Drummond,Yes?
00:11:29,Mauer,It's nine o'clock.
00:11:29,Drummond,And?
00:11:31,Mauer,The numbers aren't moving.
00:11:35,Drummond,The numbers aren't moving.
00:11:36,Milchick,He may just be running late.
00:11:39,Drummond,The final quota was promised today. Get him here now.
00:12:01,Helly,Hello? Mark?
00:12:13,Devon,Do you know where you are?
00:12:13,Mark,I'm fine.
00:12:16,Devon,All right. Where are you?
00:12:19,Mark,A smelly fucking car.
00:12:21,Devon,That's nice. And how about me? Am I me or a copy machine?
00:12:28,Mark,"Tragically, you're you."
00:12:41,Mark,This is a mistake.
00:12:43,Devon,"I'm sorry. The wind was whistling over the hole in the back of your skull, so I didn't quite get that. Did you just call my plan a fucking mistake?"
00:12:53,Mark,We told her everything. She told us shit. We can't trust her.
00:12:57,Devon,Yeah. This is it.
00:13:30,Devon,Looks like she's not here yet.
00:13:41,Mark,"I mean, what if it's a trap?"
00:13:43,Devon,"Maybe it is, I don't know. Maybe it's not. But we fucking need her."
00:13:58,Devon,Don't answer it.
00:14:14,Helly,Where's Mark?
00:14:14,Milchick,Excuse me?
00:14:16,Helly,This is the second day in a row he's not here. Is he coming in?
00:14:20,Milchick,Nondisclosure policy forbids.
00:14:23,Helly,He had a nosebleed before. Is he okay?
00:14:28,Milchick,Why?
00:14:29,Helly,Why?
00:14:30,Milchick,Why?
00:14:33,Helly,He's Department Chief.
00:14:34,Milchick,Dylan is. In Mark's absence.
00:14:38,Helly,Kinda like you and Cobel. Replace one part with another.
00:14:46,Milchick,"That's enough, Helly R."
00:14:54,Helly,Don't you mean Helly E?
00:14:59,Milchick,Helena Eagan is my employer. You are my subordinate and this behavior constitutes insubordination.
00:15:09,Helly,"Yeah, no shit."
00:15:16,Milchick,Leave it open.
00:15:33,Gretchen,I told you about us.
00:15:39,Dylan,What?
00:15:42,Gretchen,I told my husband about you and me this morning.
00:15:55,Dylan,Was he glad for us?
00:15:58,Gretchen,No.
00:16:03,Dylan,"Well, he should be because I'm… I'm making you happy."
00:16:09,Gretchen,I know.
00:16:10,Dylan,And he's not.
00:16:14,Gretchen,I can't see you anymore. He threatened to quit. And I don't know if he's still going to. But maybe if I tell him that this is over–
00:16:26,Dylan,No. Hold on.
00:16:29,Gretchen,This is all my fault. I never should have come here.
00:16:33,Dylan,"Wait. Gretchen, my life started when you came here."
00:16:37,Gretchen,That's not true. You have so much going for you.
00:16:41,Dylan,"No, I have nothing else. I have this and I have fucking pencil erasers."
00:16:49,Gretchen,"I'm sorry, I have to go."
00:16:51,Dylan,"No, wait, wait. Gretchen G.–"
00:16:57,Gretchen,"Oh, my God."
00:17:01,Dylan,"I love you. And I know I'm just an innie, but I love you all the way, I do."
00:17:06,Dylan,Gretchen… I made this for you. I can give you a life. Please.
00:17:29,Gretchen,I'm so sorry.
00:17:34,Dylan,Gretchen. Gretchen!
00:18:11,Helly,You should keep it. Give it to someone you meet down here.
00:18:18,Dylan,It's just O&D and the goat people.
00:18:23,Helly,That we know of.
00:18:28,Gretchen,She's my wife.
00:18:31,Helly,She's not your wife… Because no one would treat someone they love the way she's treating you. Like all the outies treat us. Like everything's for them.
00:18:45,Dylan,"Okay, well, what the fuck is there to do about it? At the end of the day, we're still stuck down here, with no lives and no family."
00:18:55,Helly,Irving was your family.
00:18:57,Dylan,Dude.
00:19:00,Helly,"And he left you a message. The black hallway. I don't know if he knew where it leads, but he thought it was important and they convinced you to turn your back on him for some outie woman you don't even know."
00:19:13,Dylan,"You know it's your fault we're down here at all, right?"
00:19:18,Helly,"No, it's not."
00:19:20,Dylan,"And if we're so different from our outies, then how come we couldn't tell when you were gone?"
00:19:28,Helly,Irving could.
00:19:32,Dylan,"Mark couldn't. Sorry, I guess I'm an asshole down here too."
00:20:42,Cobel,"Hello, Mark. How are you?"
00:20:51,Mark,"Oh, my God, so good. My wife's being held prisoner at Lumon and I just got brain surgery in my basement. How have you been?"
00:21:03,Cobel,"We're allies now, there's no need to–"
00:21:04,Mark,"We're allies now, we're not neighbors anymore? Sorry, I just… I guess I'm confused."
00:21:09,Devon,"Can you… This birthing cabin, you can take us there, right? So we can talk to his innie."
00:21:12,Cobel,"Not yet. Even under the cover of dark, it's perilous. We wait for night."
00:21:18,Mark,It's perilous. Okay.
00:21:20,Devon,You want us to wait until the evening?
00:21:22,Cobel,We don't even know if he's completed the file yet. I assume no.
00:21:27,Mark,What file?
00:21:40,Cobel,Cold Harbor. And if you've completed it… well…
00:22:00,Mark,“Well” what?
00:22:05,Cobel,She's already dead.
00:22:08,Devon,Jesus Christ.
00:22:09,Mark,She better be fucking alive.
00:22:15,Mark,No! Fuck this. We're leaving. Right now.
00:22:18,Devon,"Hold on. Wait, Mark–"
00:22:18,Cobel,I'm trying to help you.
00:22:20,Devon,Mark.
00:22:21,Mark,She is there and we are out here in the middle of fucking nowhere.
00:22:25,Devon,"I know and we're gonna get her out, but listen, that's what we're doing here, right?"
00:22:31,Cobel,Call Mr. Milchick. Tell him you're unwell and won't be coming in today. Do it now.
00:22:40,Mark,"Oh, my God."
00:22:42,Cobel,"If he smells chicanery, he'll lock you out of the building."
00:22:46,Mark,How about fuck off?
00:22:46,Devon,Wait.
00:22:46,Mark,How about that? I mean…
00:22:46,Devon,Mark.
00:22:49,Mark,"No, fuck that. No…"
00:22:49,Devon,Hold on. Stop. Don't go anywhere.
00:22:51,Mark,…no fucking way.
00:22:53,Devon,"Mark, wait. Listen to me."
00:22:54,Mark,Absolutely not. Do you have any idea how insane she is?
00:22:54,Devon,"Yes, I do."
00:22:57,Mark,Do you know what she did?
