season,episode,timestamp,speaker,text,before_colon
1,9,00:34:21,Event Coordinator,"We start in two minutes.
Natalie: Thanks.",Natalie
1,9,00:34:31,Natalie,"They’ll love that.
Helly: Got it.",Helly
1,9,00:36:14,Helly,"Oh, my God!
Cobel: Is it you?",Cobel
2,3,00:08:39,Irving,"Stealth?
Dylan: Yeah.",Dylan
2,3,00:16:18,Helly,"I'm Helly.
Mark: And we're with Macrodata Refinement.",Mark
2,3,00:23:11,Dylan,"Who's Seth?
Gretchen: Don't you–",Gretchen
2,3,00:27:59,Helly,"Excuse me. Have you seen this woman?
Lorne: Hey! Stop that!",Lorne
2,3,00:28:05,Lorne,"Stop that!
Helly: Have any of you seen her?",Helly
2,3,00:30:42,Helly,"So we'll just… Yeah.
Mark: Yeah.",Mark
2,3,00:31:36,Gretchen,"Habit.
Dylan: No, it's…",Dylan
2,3,00:31:55,Gretchen,"Bye.
Dylan: Yeah.",Dylan
2,3,00:32:32,Gretchen,"Left ear.
Dylan: Yep.",Dylan
2,3,00:32:50,Gretchen,"and then you put them in the oven.
Dylan: Got it, yeah.",Dylan
2,3,00:33:09,Dylan,"Yeah?
Gretchen: Yeah.",Gretchen
2,3,00:33:21,Gretchen,"Bye.
Dylan: Bye.",Dylan
2,3,00:34:32,Natalie,"The result.
Ricken: The result.",Ricken
2,3,00:35:24,Natalie,"Devon.
Devon: Yes?",Devon
2,3,00:35:53,Mark,"Ricken?
Devon: Yep. His book.",Devon
2,3,00:35:59,Mark,"Oh, Jesus Christ.
Devon: Yep.",Devon
2,3,00:36:14,Devon,"Are you insane? No.
Mark: Okay.",Mark
2,3,00:36:38,Mark,"Yeah, Mrs. Lustgarten. Yeah.
Devon: Wow.",Devon
2,3,00:45:17,Mark,"No shit.
Reghabi: The switch briefly dilates the pupils.",Reghabi
2,3,00:45:21,Mark,"Okay, thank you. Thanks.
Reghabi: Also, you could blind yourself.",Reghabi
2,3,00:45:36,Mark,"Oh, my God.
Reghabi: Mark, unlock the–",Reghabi
2,3,00:45:52,Mark,"What?
Reghabi: There's an easier way.",Reghabi
2,3,00:50:19,Mark,"Is that the first question?
Reghabi: No, we haven't started yet.",Reghabi
2,3,00:51:51,Mark,"I don't know.
Reghabi: Tell me.",Reghabi
2,3,00:51:58,Mark,"I don't know. I don't remember.
Reghabi: Tell me.",Reghabi
2,3,00:52:00,Reghabi,"Tell me your first memory.
Mark: I don't remember.",Mark
2,5,00:29:21,Drummond,"Alternatively and sadly, there have been three contentions reported anonymously which have been investigated and confirmed. “One: uses too many big words.”",“One
2,5,00:29:46,Drummond,"Two: on several of your daily logs, the paper clip was installed back to front, which led to a confusion as to where in the document to begin reading. Here are the incidents. But the bulk of our day will revolve around the following. You brought in a new refining team for Mark S. which failed to coalesce. You instituted kindness reforms.",Two
2,7,00:14:02,Gemma,что это? (Russian: “What's that?”),(Russian
2,7,00:41:49,Gemma,"All right. Well, I'll be back at, like, 10:00.",10
