,timestamp,speaker,text,talking_to
0,00:00:17,Mark,What?,Cobel
1,00:00:18,Cobel,"I said, “Are you all right?”
Mark: Yeah, I’m fine.",Mark
2,00:00:22,Cobel,Maybe you should talk to your sister. It’s an important decision.,Mark
3,00:00:26,Mark,"My sister?
Cobel: Yes.",Cobel
4,00:00:30,Cobel,"Mark?
Mark: Yeah.",Mark
5,00:00:31,Cobel,Are you sure you’re okay?,Mark
6,00:00:34,Mark,"Yes. I’m sorry, I just… I got a little woozy and then… I’m gonna stop by the bathroom.",Cobel
7,00:00:42,Cobel,Uh-uh. I think it’s the other way.,Mark
8,00:00:49,Mark,Right.,Cobel
9,00:01:36,Natalie,I don’t know if I hate senators or congressmen more.,Helly
10,00:01:41,Natalie,How many of those have you had?,Helly
11,00:01:43,Helly,Just this one.,Natalie
12,00:01:44,Natalie,Good. We need you nimble. We gotta get down there. You’re on in 20.,Helly
13,00:01:48,Natalie,I was on with the Board earlier. They’re really grateful for this.,Helly
14,00:01:52,Natalie,"Gabby.
Gabby: Natalie, hello.",Helly
15,00:01:55,Gabby,Hi.,Natalie
16,00:01:57,Natalie,"Gabby, this is Helena Eagan.",Gabby
17,00:02:01,Gabby,"My gosh. Helena, so good to finally meet you.",Natalie
18,00:02:08,Helly,Likewise.,Dylan
19,00:04:13,Dylan,"This better be working, assholes.",Helly
20,00:04:34,Mark,Where am I? Where am I?,Devon
21,00:04:46,Devon,"Mark. You okay, milady?",Mark
22,00:04:50,Devon,"So, Rebeck smells weird.",Mark
23,00:04:52,Mark,Rebeck smells weird?,Devon
24,00:04:54,Devon,"Yeah, she was making chewing noises, but she was not chewing. Just be prepared ’cause you might have to share a book with her.",Mark
25,00:05:00,Mark,"A book, right.",Devon
26,00:05:02,Devon,The one you forgot to bring even though I did remind you.,Mark
27,00:05:04,Mark,"Right. Yeah, I’m sure… Sorry.",Devon
28,00:05:06,Devon,That’s okay. Okay. Okay.,Mark
29,00:05:12,Mark,How’s our baby?,Devon
30,00:05:15,Devon,Our… I’m gonna assume you mean that in the “it takes a village” sense. And she’s good. She’s hungry.,Mark
31,00:05:21,Devon,I wanna have the life change talk. I just need to pump before I die.,Mark
32,00:05:25,Devon,"I’ll be really fast. Okay.
Mark: Okay.",Mark
33,00:06:12,Irving,Hey. Hi. Hi.,Patton
34,00:06:26,Irving,“Radar.”,Patton
35,00:06:28,Patton,What’s the thesis?,Irving
36,00:06:30,Danise,I agree. It’s very confused.,Patton
37,00:06:32,Patton,"Mark, hello.",Danise
38,00:06:36,Mark,"Hey, guys. What’s up?",Danise
39,00:06:37,Danise,"Patton, no.
Patton: Mark,",Mark
40,00:06:39,Patton,we were just discussing whether it might have been a wiser move for your sister to put off introducing the child until after tonight’s event.,Danise
41,00:06:45,Danise,"Mark, you don’t have to weigh in on that.",Patton
42,00:06:47,Patton,"Obviously the child is an absolute angel.
Mark: Wait… That’s my sister? With the baby?",Danise
43,00:06:51,Danise,"Exactly, it’s his sister.",Patton
44,00:06:53,Mark,"Excuse me.
Danise: Sure.",Danise
45,00:06:57,Danise,"Well, that was awkward.",Mark
46,00:07:00,Mark,"Okay, so my sister has the baby. And Cobel is here?",Danise
47,00:07:08,Rebeck,I’ve been asked to share my book with you.,Mark
48,00:07:11,Mark,So I’ve heard. Rebecca?,Rebeck
49,00:07:13,Rebeck,"Rebeck. I have small eyes, so I have to read pretty close.",Mark
50,00:07:16,Mark,"Okay. Well, I’m…I’m sure that’ll be fine. If you’ll excuse me?",Rebeck
51,00:07:19,Rebeck,And I have some sores on the back of my head from my bird.,Mark
52,00:07:22,Rebeck,"You might see them.
Mark: Okay.",Mark
53,00:07:25,Mark,Hey.,Rebeck
54,00:07:27,Devon,"Hello, Mark.",Mark
55,00:07:29,Devon,"I pumped, so it’s Miller time. Okay, so life change. What’s happening?",Mark
56,00:07:36,Mark,"We’re, this is gonna sound weird… We’re close, you and I?",Devon
57,00:07:44,Devon,What do you… What’s going on?,Mark
58,00:07:47,Mark,Can we talk privately?,Devon
59,00:07:48,Mark,"I just have to…
Ricken: Okay, my dearest ones,",Devon
60,00:07:51,Ricken,"we are nearing that hour, so if you’d all peacefully waft in the living room…",Devon
61,00:07:55,Devon,Okay. Let’s talk at the first reflection break.,Ricken
62,00:07:57,Devon,"Okay?
Mark: Okay.",Ricken
63,00:08:31,Gabby,You just don’t realize how much kids are gonna change your life. But they do.,Helly
64,00:08:36,Helly,"How many kids do you have?
Gabby: Just gave birth to my third. I should’ve stopped at two.",Gabby
65,00:08:41,Angelo,"Hey, there you are.
Gabby: Hey.",Natalie
66,00:08:43,Natalie,"Angelo, great to see you.
Angelo: You too.",Angelo
67,00:08:45,Gabby,"Helena, this is my husband, Angelo Arteta.",Angelo
68,00:08:49,Angelo,"Helena, nice to meet you.",Gabby
69,00:08:51,Natalie,I’ve gotta hop backstage.,Angelo
70,00:08:52,Natalie,"I’ll see you in a second.
Helly: Okay.",Angelo
71,00:08:54,Angelo,"Lovely to see you, Natalie.",Natalie
72,00:08:57,Angelo,"You okay?
Gabby: She couldn’t find the bottle.",Natalie
73,00:09:01,Helly,Wow. Three kids.,Gabby
74,00:09:02,Gabby,Couldn’t have done it without a little help.,Helly
75,00:09:05,Gabby,"I mean, the idea that people would want to outlaw severance.",Helly
76,00:09:11,Helly,I know.,Gabby
77,00:09:31,Angelo,"The photo display is very moving. I already knew how I’d be voting, but I think…",Helly
78,00:09:38,Angelo,"Well, seeing that and seeing you and hearing what you have to say, all of this could really make a difference.",Helly
79,00:09:46,Helly,I hope so.,Angelo
80,00:09:48,Angelo,Let’s change some minds.,Helly
81,00:09:51,Helly,"Well, I’m certainly gonna try.",Angelo
82,00:09:53,Angelo,Thank you. And please thank your father if you see him.,Helly
83,00:10:02,Helly,I will.,Angelo
84,00:10:15,Rebeck,Mark. Come here. Saved us a seat.,Mark
85,00:10:24,Rebeck,I just have to find my glasses.,Mark
86,00:10:28,Rebeck,"Mark, can you just hold that for a second?",Mark
87,00:10:30,Mark,Yeah.,Rebeck
88,00:10:40,Mark,"Oh, my God.",Rebeck
89,00:10:43,Ricken,"Sorry, you can’t unring the bell-ringing app apparently.",Mark
90,00:10:52,Ricken,Okay. Thank you all for being here.,Mark
91,00:10:56,Ricken,"Before we start, there is one person that I would like to thank first and foremost. Family is both my bedrock and my inspiration. So I dedicate the reading to my firstborn daughter, who is here tonight. Eleanor, I love you.",Mark
92,00:11:20,Mark,My brother-in-law.,Ricken
93,00:11:22,Ricken,And with that… I begin.,Mark
94,00:11:30,Ricken,"“It’s said that as a child, Wolfgang Mozart killed another boy by slamming his head in a piano. Don’t worry. My research for this book has proven the claim untrue. As your heart rate settles though,”",Mark
95,00:11:45,Ricken,"“consider the power an author…”
Cobel: Mark.",Mark
96,00:11:48,Cobel,Can I look at her book too?,Ricken
97,00:11:50,Cobel,I can crane.,Ricken
98,00:11:52,Ricken,"“…can hold over a reader…”
Mark: Sure.",Cobel
99,00:11:54,Ricken,"“…heretofore called you. But what, indeed, is *you*?”",Cobel
100,00:12:02,Angelo,Good luck tonight.,Gabby
101,00:12:04,Gabby,"It was great to meet you, Helena.",Angelo
102,00:12:07,Ricken,“How can *you* mean different things to millions of readers around a vast Earth?”,Rebeck
103,00:12:13,Ricken,"“And perhaps, most importantly, who are you?”",Rebeck
104,00:13:50,Ricken,"“All creatures, from the leaping cat to the cowering shrew, think of themselves as *you,* a logical center for the universe. Yet the cat eats the shrew, and we, like Schrödinger, live on to wonder what it means.” End of chapter.",Rebeck
105,00:14:14,Ricken,Let’s all take a seven-minute reflection break and then come back.,Rebeck
106,00:14:20,Ricken,Balf. Prepare the neti pot.,Rebeck
107,00:14:23,Rebeck,It was transformative.,Ricken
108,00:14:25,Rebeck,I’m gonna have to change my name again.,Ricken
109,00:14:27,Cobel,What a wordsmith. He seemed to have a little something in his throat.,Mark
110,00:14:31,Mark,"Oh, yeah.
Devon: Hey.",Cobel
111,00:14:33,Devon,"I’m gonna see if she’ll have more bottle. Give me a couple of minutes, then meet me in the baby room?",Mark
112,00:14:36,Mark,"Okay.
Devon: Okay.",Devon
113,00:14:42,Mark,Excuse me.,Devon
114,00:14:54,Mark,Mr. Hale… Ricken?,Devon
115,00:14:57,Ricken,I don’t know why my voice shakes like that. I sound like a sad old hamburger waiter prattling on about sauces.,Mark
116,00:15:05,Ricken,"“Hamburger waiter.” What the fuck is that? Jesus, why do I ever open my buffoon mouth?",Mark
117,00:15:10,Mark,It’s going great.,Ricken
118,00:15:11,Mark,"I mean, the book is brilliant, and…
Ricken: Okay, Mark.",Ricken
119,00:15:14,Ricken,"Thank you, but you don’t have to say that. I’m well aware of how I come across to you.",Mark
120,00:15:18,Mark,"What? No, I mean it. The… Your book, it… It opened up the world for me.",Ricken
121,00:15:25,Ricken,"Mark, are you okay?",Mark
122,00:15:26,Mark,Yes. This book changed my whole life.,Ricken
123,00:15:31,Ricken,You actually read it?,Mark
124,00:15:33,Mark,"Ricken, are we friends?",Ricken
125,00:15:38,Ricken,"Look, I know I sometimes make you feel “less than” for having had the procedure. And I regret that.",Mark
126,00:15:44,Ricken,You had to deal with Gemma’s passing in a way that was best for you.,Mark
127,00:15:49,Ricken,"You know, I was scrolling through old pictures this morning, and I found one of the four of us on the crest hike.",Mark
128,00:15:56,Ricken,"You remember the funny bees?
Mark: Do you have that on you? The picture?",Mark
129,00:16:00,Ricken,"Yeah, sure. I should.",Mark
130,00:16:04,Balf,"Ricken. The neti pot is warm.
Ricken: Thank you, Balf.",Ricken
131,00:16:07,Ricken,"Mark, I need to flush my sinuses. But thank you. You have no idea how much this has meant to me.",Balf
132,00:16:24,Cobel,"Mark, I was worried about you.",Mark
133,00:16:26,Mark,I’m fine. Thanks. I’m just going to check on my sister.,Cobel
134,00:16:31,Cobel,"When you hugged me before, you suddenly became tense. What was that?",Mark
135,00:16:37,Mark,I didn’t know I did.,Cobel
136,00:16:38,Cobel,"Well, you did. You’re tense now.",Mark
137,00:16:41,Mark,"Yeah, sorry, it’s just parties.",Cobel
138,00:16:44,Cobel,Did you mean what you said before? About your plans.,Mark
139,00:16:51,Mark,Of course.,Cobel
140,00:16:53,Cobel,Tell me more.,Mark
141,00:16:59,Mark,"You know, I’m so sorry. I’m just…I’m on uncle duty for my sister. So I’ll be right back.",Cobel
142,00:17:04,Mark,"Okay?
Cobel: Okay.",Cobel
143,00:17:06,Mark,"Okay. Thanks, Ms. Cobel.",Cobel
144,00:17:57,Devon,"I know. Hey, there you are.
Mark: Hey, I really need to talk to you.",Mark
145,00:18:00,Devon,"No, I know. I just have to deal with her. She’s having a meltdown. But just meet me in there, okay?",Mark
146,00:18:04,Mark,"Okay, I’ll just… Wait. Okay.
Devon: I promise I’ll be back.",Devon
147,00:18:14,Devon,"Thank God, Mrs. Selvig. Hi. Can you take her for a sec while I talk to Mark?",Mark
148,00:18:18,Cobel,"Of course, love.
Devon: Thank you.",Devon
149,00:18:20,Cobel,"Is Mark all right?
Devon: Yeah, he’s fine.",Devon
150,00:18:22,Devon,"Thank you, you’re an angel.",Cobel
151,00:18:35,Devon,Okay… I’m all yours.,Cobel
152,00:18:50,Helly,"My name is Helena, and I’m an Eagan.",Milchick (voicemail)
