,timestamp,speaker,text,talking_to
0,00:00:14,Mark,Who are you?,Helly
1,00:00:26,Mark,Who are you?,Helly
2,00:00:49,Helly,Hello?,Mark
3,00:00:58,Mark,"I’m sorry, I got ahead of myself.",Helly
4,00:01:02,Mark,"Hi there, you on the table. I wonder if you’d mind taking a brief survey.",Helly
5,00:01:07,Helly,Who is that?,Mark
6,00:01:09,Mark,Five questions.,Helly
7,00:01:10,Mark,"Now, I know you’re sleepy, but I just bet it’ll make you feel right as rain.",Helly
8,00:01:16,Helly,Who’s speaking?,Mark
9,00:01:27,Helly,"Oh, God.",Mark
10,00:01:37,Helly,Hey! Open the door!,Mark
11,00:01:47,Mark,I’d be just thrilled to chat once we’ve run the survey. Shall we begin with question one?,Helly
12,00:01:54,Helly,I’m not taking your survey.,Mark
13,00:01:57,Mark,Shall we begin with question one?,Helly
14,00:02:02,Helly,Let me out of here.,Mark
15,00:02:08,Helly,Hey!,Mark
16,00:02:10,Helly,Open the door!,Mark
17,00:02:13,Helly,Fuck.,Mark
18,00:02:15,Helly,Hey! Let me out!,Mark
19,00:02:41,Helly,Hey.,Mark
20,00:02:44,Mark,Hello.,Helly
21,00:02:46,Helly,Five questions?,Mark
22,00:02:48,Mark,Five questions.,Helly
23,00:02:51,Helly,What do I get at the end?,Mark
24,00:02:54,Mark,Depends on your answers.,Helly
25,00:02:59,Helly,Okay.,Mark
26,00:03:01,Mark,"Great. Off we go. Now to start, who are you?",Helly
27,00:03:06,Helly,That’s the first question?,Mark
28,00:03:09,Mark,First name will do.,Helly
29,00:03:24,Helly,I don’t…,Mark
30,00:03:26,Mark,"It’s okay. If you can’t answer the question, feel free to say, “unknown.”",Helly
31,00:03:32,Helly,What is this?,Mark
32,00:03:34,Mark,"Okay, unknown.",Helly
33,00:03:35,Mark,"Question two, in which US state or territory were you born?",Helly
34,00:03:39,Helly,"Wait.
Mark: Which state or territory, please?",Mark
35,00:03:42,Helly,"I don’t know.
Mark: Unknown.",Mark
36,00:03:44,Mark,"Question three, please name any US state or territory.",Helly
37,00:03:48,Helly,"Fuck. I…
Mark: First that comes to mind.",Mark
38,00:03:49,Helly,"I don’t know. Delaware. What is this?
Mark: Delaware.",Mark
39,00:03:52,Mark,"Question four, what is Mr. Eagan’s favorite breakfast?",Helly
40,00:03:57,Helly,I don’t… That one makes no sense.,Mark
41,00:03:58,Mark,"Right? Unknown. Question five. And as a reminder, this is the final question. To the best of your memory, what is or was the color of your mother’s eyes?",Helly
42,00:04:27,Helly,"Okay, what’s hap… What’s happening?",Mark
43,00:04:29,Mark,"Unknown. So that’s unknown, unknown, Delaware, unknown, unknown.",Helly
44,00:04:38,Helly,What the hell did you do to me?,Mark
45,00:04:51,Mark,That’s a perfect score.,Helly
46,00:06:49,Florence,Are you ready for Mr. Scout?,Judd
47,00:07:00,Florence,Thank you.,Judd
48,00:07:05,Florence,Go ahead.,Judd
49,00:08:31,Judd,Mr. Scout.,Florence
50,00:08:33,Mark,"Hi, Judd.",Judd
51,00:08:44,Judd,"All right, see you this evening.
Mark: Yep, see you soon.",Mark
52,00:11:16,Dylan,"You’re breathing shitty.
Mark: Sorry.",Mark
53,00:11:17,Dylan,You sick?,Mark
54,00:11:19,Mark,Maybe. Petey was sniffling yesterday.,Dylan
55,00:11:21,Dylan,"If you breathe on me, I’ll rip your larynx out.",Mark
56,00:11:23,Mark,Wow. That went right to ten. I feel like ripping out my germ-ridden larynx would get you sicker than just me breathing on you.,Dylan
57,00:11:33,Mark,Oh.,Dylan
58,00:11:35,Dylan,"Petey better not be out for the day, ’cause I’m about zero seconds from wrapping the Tumwater file, and he needs to process it.",Mark
59,00:11:40,Mark,I think he’s out.,Dylan
60,00:11:43,Dylan,"If he doesn’t process today, they won’t know until Tuesday of next week. It’s typical Lumon bullshit.",Mark
61,00:11:47,Mark,"Careful, guy.",Dylan
62,00:11:50,Irving,"Hi, kids. What’s for dinner?",Dylan
63,00:11:52,Dylan,"Goddamn it, Irv. We warned you.",Irving
64,00:11:54,Irving,About the greeting? You were kidding.,Dylan
65,00:11:55,Dylan,"No, we sincerely hate it. How many reasons did we come up with?",Irving
66,00:12:00,Mark,"Eight.
Dylan: Eight reasons.",Dylan
67,00:12:02,Dylan,Chief among them the latent condescension.,Mark
68,00:12:05,Mark,"And it’s confusing. Like, did the kids make you dinner in this scenario? Or…",Dylan
69,00:12:08,Dylan,Yeah. What kind of a shit dad are you?,Mark
70,00:12:12,Irving,"No Petey?
Mark: We think he’s sick.",Dylan
71,00:12:14,Irving,"Oh, no. And Dylan’s about to wrap Tumwater today.",Dylan
72,00:12:17,Dylan,"Yeah, and if he doesn’t see me finish, I might get passed over for refiner of the quarter and miss out on my goddamn waffle party.",Irving
73,00:12:23,Irving,"Grumble, grumble. These perks are so out of hand. When we’d process a file in the old days, they’d shake our hand and fill up the creamer.",Dylan
74,00:12:30,Dylan,I still don’t buy they actually incentivized creamer.,Irving
75,00:12:32,Irving,"They did. And back then, we were grateful for it.",Dylan
76,00:12:35,Dylan,"That’s fucked, dude.",Irving
77,00:12:37,Irving,"Yes, very fucked. To put in an honest day’s work and not get a children’s breakfast in return.",Dylan
78,00:12:43,Dylan,Irv’s got claws today.,Irving
79,00:12:46,Milchick,"Good morning, Macrodata Refinement.",Irving
80,00:12:49,Irving,"Hi, Mr. Milchick.",Milchick
81,00:12:51,Milchick,"Mark, could I have a word?",Irving
82,00:13:23,Milchick,"Last time you saw Ms. Cobel, she was in her old office. Now she’s in her new office. It’s a completely different office.",Irving
