,timestamp,speaker,text,talking_to
0,00:00:12,Mark,Who are you?,Reghabi
1,00:00:16,Reghabi,Come with me.,Mark
2,00:01:11,Reghabi,You could’ve thrown away Petey’s phone weeks ago. Why didn’t you?,Mark
3,00:01:15,Mark,"I’m sorry, just… Who are you?",Reghabi
4,00:01:17,Reghabi,I’m the one who helped your friend.,Mark
5,00:01:20,Mark,Helped? You mean reintegration? It killed him.,Reghabi
6,00:01:23,Reghabi,The procedure didn’t kill Petey. If he had followed my post-op instructions and not simply run away at the first sign of sickness…,Mark
7,00:01:29,Mark,"So, you… You’re a doctor?",Reghabi
8,00:01:33,Reghabi,"I put that chip in your head, and I’m still the only one who can deactivate it.",Mark
9,00:01:46,Mark,Maybe I don’t want it deactivated.,Reghabi
10,00:01:49,Reghabi,"Right. Well, maybe your Innie does.",Mark
11,00:01:52,Reghabi,"You wonder what he thinks about all this, don’t you? You wonder if he’s happy?",Mark
12,00:01:57,Reghabi,"I hate that term, “Innie.” So infantilizing.",Mark
13,00:02:01,Reghabi,"Then again, you’ve been severed for two years, right? So your Innie really is still just a baby.",Mark
14,00:02:08,Mark,"My Innie lives his own life and, as a result, I get to live mine.",Reghabi
15,00:02:15,Reghabi,"But he only exists because of you. And for all intents and purposes, he is you.",Mark
16,00:02:23,Reghabi,"Do you really think he’s different down there? Combs his hair differently, laughs at different jokes?",Mark
17,00:02:30,Reghabi,"Maybe he loves it, you’re right. But maybe he doesn’t. Maybe he dreams every day about clawing his way to the surface.",Mark
18,00:02:42,Reghabi,But you wouldn’t know. You’ll never know.,Mark
19,00:02:49,Reghabi,"You brought him into this world without his permission, based on your own desire for emotional convenience.",Mark
20,00:03:01,Mark,I’m not a bad person.,Reghabi
21,00:03:04,Reghabi,I think you wanna do what’s right. Both of you.,Mark
22,00:03:14,Graner,Mr. Scout.,Mark
23,00:03:19,Mark,Do I know you?,Graner
24,00:03:21,Graner,We work together. Down there.,Mark
25,00:03:28,Graner,"You having a chat with someone, Mark?",Mark
26,00:03:34,Graner,It’s okay. I’m a friend.,Mark
27,00:03:38,Mark,Shit! What the fuck are you doing?,Graner
28,00:03:46,Reghabi,"Grab his arms.
Mark: What?",Mark
29,00:03:48,Reghabi,Come here. His arms.,Mark
30,00:03:54,Mark,"Oh, my God. Oh, my God. Oh, fuck! Oh, my God. Fuck. Oh, God.",Reghabi
31,00:04:07,Mark,I work with him.,Reghabi
32,00:04:08,Graner,"No, you don’t.",Reghabi
33,00:04:11,Reghabi,He’s Doug Graner. Head of security on the severed floor.,Graner
34,00:04:15,Mark,"Security? Oh, my God.",Reghabi
35,00:04:18,Mark,"Okay, I’m gonna get sick. I need to throw up.",Reghabi
36,00:04:20,Mark,"I’m gonna throw up right now.
Reghabi:  Don’t! Don’t! Don’t!",Reghabi
37,00:04:24,Reghabi,Your DNA’s in that!,Mark
38,00:04:30,Reghabi,"Look, Graner’s security card. Full access, and it can’t be tied to anyone. Take it to work tomorrow. He’ll know what to do.",Mark
39,00:04:40,Mark,Who’ll know what to do?,Reghabi
40,00:04:41,Reghabi,You.,Mark
41,00:04:43,Reghabi,Give me the phone. Petey’s phone. Give it to me. I’ll take care of this.,Mark
42,00:04:51,Reghabi,"Go home, get rid of your clothes. Go now.",Mark
43,00:05:03,Reghabi,"I’ll be in touch. It’s gonna be okay. We’ll finish what Petey started, Mark.",Mark
44,00:05:10,Reghabi,Now get the fuck out of here!,Mark
45,00:08:09,Mark,"Oh, hey.
Alexa: Hey.",Reghabi
46,00:08:10,Mark,Just getting some water. Do you need anything?,Reghabi
47,00:08:13,Alexa,Where were you?,Mark
48,00:08:15,Mark,"Who, me?",Alexa
49,00:08:17,Alexa,"Yeah.
Mark: Just…",Mark
50,00:08:19,Alexa,I heard the car.,Mark
51,00:08:22,Mark,You heard a car?,Alexa
52,00:08:32,Alexa,You’re being weird.,Mark
